Country,Authority,Measure,Year,Patents
Belarus,European Patent Office,Patent applications,2010,5.9166999
Belarus,European Patent Office,Patent grants,2010,4.0833001
Belarus,World Intellectual Property Organization,Patent applications,2010,16.616667
Belarus,United States Patent and Trademark Office,Patent applications,2010,8.3832998
Belarus,United States Patent and Trademark Office,Patent grants,2010,5.8832998
Belarus,European Patent Office,Patent applications,2011,3.9082999
Belarus,European Patent Office,Patent grants,2011,3.5083001
Belarus,World Intellectual Property Organization,Patent applications,2011,15.641666
Belarus,United States Patent and Trademark Office,Patent applications,2011,8.0417004
Belarus,United States Patent and Trademark Office,Patent grants,2011,5.6416998
Belarus,European Patent Office,Patent applications,2012,10.5625
Belarus,European Patent Office,Patent grants,2012,5.5
Belarus,World Intellectual Property Organization,Patent applications,2012,12.0
Belarus,United States Patent and Trademark Office,Patent applications,2012,11.5167
Belarus,United States Patent and Trademark Office,Patent grants,2012,10.0167
Belarus,European Patent Office,Patent applications,2013,9.2189999
Belarus,European Patent Office,Patent grants,2013,3.9762001
Belarus,World Intellectual Property Organization,Patent applications,2013,25.21508
Belarus,United States Patent and Trademark Office,Patent applications,2013,19.5595
Belarus,United States Patent and Trademark Office,Patent grants,2013,13.95
Belarus,European Patent Office,Patent applications,2014,5.0714002
Belarus,European Patent Office,Patent grants,2014,2.5
Belarus,World Intellectual Property Organization,Patent applications,2014,18.583334
Belarus,United States Patent and Trademark Office,Patent applications,2014,15.8548
Belarus,United States Patent and Trademark Office,Patent grants,2014,13.947
Belarus,European Patent Office,Patent applications,2015,6.2094998
Belarus,European Patent Office,Patent grants,2015,4.0667
Belarus,World Intellectual Property Organization,Patent applications,2015,14.25
Belarus,United States Patent and Trademark Office,Patent applications,2015,16.469
Belarus,United States Patent and Trademark Office,Patent grants,2015,12.1357
Belarus,European Patent Office,Patent applications,2016,12.8095
Belarus,European Patent Office,Patent grants,2016,7.9643002
Belarus,World Intellectual Property Organization,Patent applications,2016,29.705952
Belarus,United States Patent and Trademark Office,Patent applications,2016,20.814301
Belarus,United States Patent and Trademark Office,Patent grants,2016,18.663099
Belarus,European Patent Office,Patent applications,2017,12.251
Belarus,European Patent Office,Patent grants,2017,6.0
Belarus,World Intellectual Property Organization,Patent applications,2017,26.834314
Belarus,United States Patent and Trademark Office,Patent applications,2017,34.675499
Belarus,United States Patent and Trademark Office,Patent grants,2017,21.85
Belarus,European Patent Office,Patent applications,2018,7.2832999
Belarus,European Patent Office,Patent grants,2018,4.0833001
Belarus,World Intellectual Property Organization,Patent applications,2018,25.460257
Belarus,United States Patent and Trademark Office,Patent applications,2018,36.619099
Belarus,United States Patent and Trademark Office,Patent grants,2018,34.1553
Belarus,European Patent Office,Patent applications,2019,21.6667
Belarus,European Patent Office,Patent grants,2019,17.1429
Belarus,World Intellectual Property Organization,Patent applications,2019,22.5
Belarus,United States Patent and Trademark Office,Patent applications,2019,29.649099
Belarus,United States Patent and Trademark Office,Patent grants,2019,24.131701
Belarus,European Patent Office,Patent applications,2020,11.1409
Belarus,European Patent Office,Patent grants,2020,1.1
Belarus,World Intellectual Property Organization,Patent applications,2020,19.607576
Belarus,United States Patent and Trademark Office,Patent applications,2020,37.580399
Belarus,United States Patent and Trademark Office,Patent grants,2020,27.991699
Belarus,European Patent Office,Patent applications,2021,8.8999996
Belarus,European Patent Office,Patent grants,2021,2.3333001
Belarus,World Intellectual Property Organization,Patent applications,2021,18.826191
Belarus,United States Patent and Trademark Office,Patent applications,2021,30.704399
Belarus,United States Patent and Trademark Office,Patent grants,2021,18.778999
Belarus,European Patent Office,Patent applications,2022,4.9166999
Belarus,World Intellectual Property Organization,Patent applications,2022,14.599206
Belarus,United States Patent and Trademark Office,Patent applications,2022,26.5373
Belarus,World Intellectual Property Organization,Patent applications,2023,13.670669
Belarus,World Intellectual Property Organization,Patent applications,2024,15.739573
Bermuda,European Patent Office,Patent applications,2009,0.91670001
Bermuda,European Patent Office,Patent grants,2009,0.25
Bermuda,World Intellectual Property Organization,Patent applications,2009,2.25
Bermuda,United States Patent and Trademark Office,Patent grants,2009,1.25
Bermuda,European Patent Office,Patent applications,2010,0.0
Bermuda,European Patent Office,Patent grants,2010,0.0
Bermuda,World Intellectual Property Organization,Patent applications,2010,0.0
Bermuda,United States Patent and Trademark Office,Patent grants,2010,1.2
Bermuda,European Patent Office,Patent applications,2011,1.0
Bermuda,European Patent Office,Patent grants,2011,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2011,1.0
Bermuda,United States Patent and Trademark Office,Patent grants,2011,3.5
Bermuda,European Patent Office,Patent applications,2012,1.5
Bermuda,European Patent Office,Patent grants,2012,0.0
Bermuda,World Intellectual Property Organization,Patent applications,2012,2.0
Bermuda,United States Patent and Trademark Office,Patent grants,2012,0.0
Bermuda,European Patent Office,Patent applications,2013,2.0
Bermuda,European Patent Office,Patent grants,2013,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2013,1.0
Bermuda,United States Patent and Trademark Office,Patent grants,2013,5.2856998
Bermuda,European Patent Office,Patent applications,2014,2.3333001
Bermuda,European Patent Office,Patent grants,2014,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2014,2.0
Bermuda,United States Patent and Trademark Office,Patent grants,2014,0.66670001
Bermuda,European Patent Office,Patent applications,2015,2.5
Bermuda,European Patent Office,Patent grants,2015,2.0
Bermuda,World Intellectual Property Organization,Patent applications,2015,1.5
Bermuda,United States Patent and Trademark Office,Patent grants,2015,1.1667
Bermuda,European Patent Office,Patent applications,2016,0.090899996
Bermuda,European Patent Office,Patent grants,2016,0.0
Bermuda,World Intellectual Property Organization,Patent applications,2016,1.0909091
Bermuda,United States Patent and Trademark Office,Patent grants,2016,0.0
Bermuda,European Patent Office,Patent applications,2017,1.0833
Bermuda,European Patent Office,Patent grants,2017,0.0
Bermuda,World Intellectual Property Organization,Patent applications,2017,1.5833334
Bermuda,United States Patent and Trademark Office,Patent grants,2017,2.8333001
Bermuda,European Patent Office,Patent applications,2018,1.0
Bermuda,European Patent Office,Patent grants,2018,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2018,4.0
Bermuda,United States Patent and Trademark Office,Patent grants,2018,5.8333001
Bermuda,European Patent Office,Patent applications,2019,0.0
Bermuda,European Patent Office,Patent grants,2019,0.0
Bermuda,World Intellectual Property Organization,Patent applications,2019,0.0
Bermuda,United States Patent and Trademark Office,Patent grants,2019,5.8333001
Bermuda,European Patent Office,Patent applications,2020,2.0
Bermuda,European Patent Office,Patent grants,2020,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2020,1.5
Bermuda,United States Patent and Trademark Office,Patent grants,2020,2.0
Bermuda,European Patent Office,Patent applications,2021,6.8000002
Bermuda,European Patent Office,Patent grants,2021,1.0
Bermuda,World Intellectual Property Organization,Patent applications,2021,5.1333332
Bermuda,United States Patent and Trademark Office,Patent grants,2021,5.8333001
