Measure,Unit,Year,Value
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2017,186571.5876
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2018,194188.731
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2019,203588.6298
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2020,217225.7796
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2021,232961.5639
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2022,259134.1331
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2023,244661.6126
Total Budgetary Support Estimate (TBSE),"Euro, Millions",2024,245132.2305
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2013,243746.7239
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2014,231943.3445
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2015,212242.3227
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2016,211451.3811
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2017,210766.2935
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2018,229327.9675
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2019,227912.3471
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2020,248114.5527
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2021,275533.0776
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2022,272880.7751
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2023,264544.7998
Total Budgetary Support Estimate (TBSE),"US dollar, Millions",2024,265326.2083
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2013,243746.7239
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2014,231943.3445
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2015,212242.3227
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2016,211451.3811
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2017,210766.2935
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2018,229327.9675
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2019,227912.3471
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2020,248114.5527
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2021,275533.0776
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2022,272880.7751
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2023,264544.7998
Total Budgetary Support Estimate (TBSE),"National currency, Millions",2024,265326.2083
"Value of production, at farm gate","Euro, Millions",2013,1002269.4756
"Value of production, at farm gate","Euro, Millions",2014,996775.3683
"Value of production, at farm gate","Euro, Millions",2015,1053724.0234
"Value of production, at farm gate","Euro, Millions",2016,1037064.4503
"Value of production, at farm gate","Euro, Millions",2017,1065459.1113
"Value of production, at farm gate","Euro, Millions",2018,1038343.8428
"Value of production, at farm gate","Euro, Millions",2019,1072727.9533
"Value of production, at farm gate","Euro, Millions",2020,1081837.2371
"Value of production, at farm gate","Euro, Millions",2021,1203712.4948
"Value of production, at farm gate","Euro, Millions",2022,1463701.2711
"Value of production, at farm gate","Euro, Millions",2023,1400494.5016
"Value of production, at farm gate","Euro, Millions",2024,1413684.019
"Value of production, at farm gate","US dollar, Millions",2013,1331132.3876
"Value of production, at farm gate","US dollar, Millions",2014,1324217.2051
"Value of production, at farm gate","US dollar, Millions",2015,1169120.9363
"Value of production, at farm gate","US dollar, Millions",2016,1147930.4226
"Value of production, at farm gate","US dollar, Millions",2017,1203628.4337
"Value of production, at farm gate","US dollar, Millions",2018,1226236.3618
"Value of production, at farm gate","US dollar, Millions",2019,1200891.9452
"Value of production, at farm gate","US dollar, Millions",2020,1235670.843
"Value of production, at farm gate","US dollar, Millions",2021,1423679.5232
"Value of production, at farm gate","US dollar, Millions",2022,1541348.2295
"Value of production, at farm gate","US dollar, Millions",2023,1514310.0445
"Value of production, at farm gate","US dollar, Millions",2024,1530143.2194
"Value of production, at farm gate","National currency, Millions",2013,1331132.3876
"Value of production, at farm gate","National currency, Millions",2014,1324217.2051
"Value of production, at farm gate","National currency, Millions",2015,1169120.9363
"Value of production, at farm gate","National currency, Millions",2016,1147930.4226
"Value of production, at farm gate","National currency, Millions",2017,1203628.4337
"Value of production, at farm gate","National currency, Millions",2018,1226236.3618
"Value of production, at farm gate","National currency, Millions",2019,1200891.9452
"Value of production, at farm gate","National currency, Millions",2020,1235670.843
"Value of production, at farm gate","National currency, Millions",2021,1423679.5232
"Value of production, at farm gate","National currency, Millions",2022,1541348.2295
"Value of production, at farm gate","National currency, Millions",2023,1514310.0445
"Value of production, at farm gate","National currency, Millions",2024,1530143.2194
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2013,75.3784
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2014,74.7134
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2015,72.5613
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2016,72.1046
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2017,72.4034
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2018,72.103
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2019,72.1471
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2020,72.3067
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2021,74.4521
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2022,76.6777
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2023,73.6754
Share of MPS commodities in total value of production at the farm gate,Percentage of value of production,2024,70.9311
"Value of consumption, at farm gate","Euro, Millions",2013,899813.4393
"Value of consumption, at farm gate","Euro, Millions",2014,886222.693
"Value of consumption, at farm gate","Euro, Millions",2015,953431.2942
"Value of consumption, at farm gate","Euro, Millions",2016,939412.9042
"Value of consumption, at farm gate","Euro, Millions",2017,958690.5473
"Value of consumption, at farm gate","Euro, Millions",2018,957525.9458
"Value of consumption, at farm gate","Euro, Millions",2019,998749.2991
"Value of consumption, at farm gate","Euro, Millions",2020,990414.5276
"Value of consumption, at farm gate","Euro, Millions",2021,1046203.9729
"Value of consumption, at farm gate","Euro, Millions",2022,1313939.2347
"Value of consumption, at farm gate","Euro, Millions",2023,1304083.6187
"Value of consumption, at farm gate","Euro, Millions",2024,1253784.2001
"Value of consumption, at farm gate","US dollar, Millions",2013,1195058.6554
"Value of consumption, at farm gate","US dollar, Millions",2014,1177347.8507
"Value of consumption, at farm gate","US dollar, Millions",2015,1057844.8081
"Value of consumption, at farm gate","US dollar, Millions",2016,1039839.5701
"Value of consumption, at farm gate","US dollar, Millions",2017,1083014.0637
"Value of consumption, at farm gate","US dollar, Millions",2018,1130794.1394
"Value of consumption, at farm gate","US dollar, Millions",2019,1118074.7038
"Value of consumption, at farm gate","US dollar, Millions",2020,1131248.1326
"Value of consumption, at farm gate","US dollar, Millions",2021,1237387.8146
"Value of consumption, at farm gate","US dollar, Millions",2022,1383641.5621
"Value of consumption, at farm gate","US dollar, Millions",2023,1410064.0312
"Value of consumption, at farm gate","US dollar, Millions",2024,1357070.8635
"Value of consumption, at farm gate","National currency, Millions",2013,1195058.6554
"Value of consumption, at farm gate","National currency, Millions",2014,1177347.8507
"Value of consumption, at farm gate","National currency, Millions",2015,1057844.8081
"Value of consumption, at farm gate","National currency, Millions",2016,1039839.5701
"Value of consumption, at farm gate","National currency, Millions",2017,1083014.0637
"Value of consumption, at farm gate","National currency, Millions",2018,1130794.1394
"Value of consumption, at farm gate","National currency, Millions",2019,1118074.7038
"Value of consumption, at farm gate","National currency, Millions",2020,1131248.1326
"Value of consumption, at farm gate","National currency, Millions",2021,1237387.8146
"Value of consumption, at farm gate","National currency, Millions",2022,1383641.5621
"Value of consumption, at farm gate","National currency, Millions",2023,1410064.0312
"Value of consumption, at farm gate","National currency, Millions",2024,1357070.8635
Gross Farm Receipts (GFR),"Euro, Millions",2013,1109965.584
Gross Farm Receipts (GFR),"Euro, Millions",2014,1101407.4637
Gross Farm Receipts (GFR),"Euro, Millions",2015,1164157.989
Gross Farm Receipts (GFR),"Euro, Millions",2016,1146295.2739
Gross Farm Receipts (GFR),"Euro, Millions",2017,1170595.4873
Gross Farm Receipts (GFR),"Euro, Millions",2018,1154294.8927
Gross Farm Receipts (GFR),"Euro, Millions",2019,1194998.1063
Gross Farm Receipts (GFR),"Euro, Millions",2020,1209151.1345
Gross Farm Receipts (GFR),"Euro, Millions",2021,1337771.4039
Gross Farm Receipts (GFR),"Euro, Millions",2022,1597272.3548
Gross Farm Receipts (GFR),"Euro, Millions",2023,1529183.9749
Gross Farm Receipts (GFR),"Euro, Millions",2024,1543957.897
Gross Farm Receipts (GFR),"US dollar, Millions",2013,1474165.5552
Gross Farm Receipts (GFR),"US dollar, Millions",2014,1463221.0622
Gross Farm Receipts (GFR),"US dollar, Millions",2015,1291648.9022
Gross Farm Receipts (GFR),"US dollar, Millions",2016,1268838.4196
Gross Farm Receipts (GFR),"US dollar, Millions",2017,1322398.9527
Gross Farm Receipts (GFR),"US dollar, Millions",2018,1363169.2233
Gross Farm Receipts (GFR),"US dollar, Millions",2019,1337770.3043
Gross Farm Receipts (GFR),"US dollar, Millions",2020,1381088.3472
Gross Farm Receipts (GFR),"US dollar, Millions",2021,1582236.425
Gross Farm Receipts (GFR),"US dollar, Millions",2022,1682005.0407
Gross Farm Receipts (GFR),"US dollar, Millions",2023,1653457.8683
Gross Farm Receipts (GFR),"US dollar, Millions",2024,1671149.0513
Gross Farm Receipts (GFR),"National currency, Millions",2013,1474165.5552
Gross Farm Receipts (GFR),"National currency, Millions",2014,1463221.0622
Gross Farm Receipts (GFR),"National currency, Millions",2015,1291648.9022
Gross Farm Receipts (GFR),"National currency, Millions",2016,1268838.4196
Gross Farm Receipts (GFR),"National currency, Millions",2017,1322398.9527
Gross Farm Receipts (GFR),"National currency, Millions",2018,1363169.2233
Gross Farm Receipts (GFR),"National currency, Millions",2019,1337770.3043
Gross Farm Receipts (GFR),"National currency, Millions",2020,1381088.3472
Gross Farm Receipts (GFR),"National currency, Millions",2021,1582236.425
Gross Farm Receipts (GFR),"National currency, Millions",2022,1682005.0407
Gross Farm Receipts (GFR),"National currency, Millions",2023,1653457.8683
Gross Farm Receipts (GFR),"National currency, Millions",2024,1671149.0513
Producer Nominal Assistance Coefficient (producer NAC),Factor,2013,1.2041
Producer Nominal Assistance Coefficient (producer NAC),Factor,2014,1.1891
Producer Nominal Assistance Coefficient (producer NAC),Factor,2015,1.1989
Producer Nominal Assistance Coefficient (producer NAC),Factor,2016,1.2048
Producer Nominal Assistance Coefficient (producer NAC),Factor,2017,1.1947
Producer Nominal Assistance Coefficient (producer NAC),Factor,2018,1.2048
Producer Nominal Assistance Coefficient (producer NAC),Factor,2019,1.2069
Producer Nominal Assistance Coefficient (producer NAC),Factor,2020,1.2031
Producer Nominal Assistance Coefficient (producer NAC),Factor,2021,1.1778
Producer Nominal Assistance Coefficient (producer NAC),Factor,2022,1.1376
Producer Nominal Assistance Coefficient (producer NAC),Factor,2023,1.1565
